bank_IDRSSD,name,doc_id,event_date,t0,CAR,alpha,beta,n_est,delisted_flag,S,S_norm,n_design,char_quarter,char_lookahead,filing_type,uninsured_share,size,ROA,NPL_ratio,equity_ratio,deposit_reliance,failed
2787770,BANK OF THE JAMES,1,2022-01-20,2022-01-20,-0.0449003189735486,0.0011169126755792107,0.03364502491748246,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.25771295506856146,13.792759708930237,0.00838767230073268,0.0016307385673089909,0.07928646985287047,0.9891333695554348,False
258771,HOMESTREET BANK,1,2022-01-20,2022-01-20,-0.12532715767253313,0.00043287901429202655,0.7872929711139519,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.39709380626779706,15.783835605636602,0.016621229959282974,0.004252073081917226,0.10893788180942957,0.9673051071317994,False
212577,HOMETRUST BANK,1,2022-01-20,2022-01-20,0.03657255970460027,0.0009527112631063672,0.8442109391777486,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.23552468773124932,15.069020961346295,0.006472303423411695,0.00222647663110856,0.1112605232030793,0.9650324422711325,False
4210227,NBH BANK,1,2022-01-20,2022-01-20,0.029584552087109015,0.0005336982886593367,0.795204837471967,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.2778317557208075,15.787908084362344,0.014032770956813607,0.0024184711702847014,0.10380446887813655,0.9840501515581005,False
884303,CHEMUNG CANAL TRUST COMPANY,1,2022-01-20,2022-01-20,0.025519666371952195,0.000899748167165046,0.37625838260528266,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.3888092287228623,14.696550000089793,0.010377031308850931,0.005340286900493532,0.08426800784119712,0.9769858744254614,False
2758613,FIRST INTERNET BANK OF INDIANA,1,2022-01-20,2022-01-20,-0.012304499108020011,0.0010154415061176152,1.1341867423039789,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.3328633189513264,15.252229223509282,0.012799780549382451,0.002520944277592757,0.1017433630569433,0.8552384218682519,False
122854,INDEPENDENT BANK DBA INDEPENDENT FINANCIAL,1,2022-01-20,2022-01-20,0.028406810918993136,-0.0004958965535768333,1.3726155373545776,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.5437349420888985,16.745570120764082,0.01321706215675091,0.004447956432109189,0.1550353130957086,0.9835826930699901,False
2354985,CUSTOMERS BANK,1,2022-01-20,2022-01-20,-0.14899616472426686,0.0028751680903014287,1.6706689235597258,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.7343300366992401,16.788782015366458,0.016454563254434455,0.0035010915385769053,0.07484867270262809,0.9370824205483221,False
3475083,TRISTATE CAPITAL BANK,1,2022-01-20,2022-01-20,0.044449990107958394,0.0006650516686923803,1.2642579881566458,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.6506805283798889,16.37476380024342,0.006516938787935567,0.00040071264230269384,0.07368421296934179,0.9637050580910322,False
697978,COMMUNITY BANK OF THE CHESAPEAKE,1,2022-01-20,2022-01-20,-0.01092874178535749,0.0011669208360254495,0.46222461460370745,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.24911800883909324,14.659592252028638,0.012413574272703938,0.0050882247589976795,0.101709876126528,0.9856318923265431,False
