bank_IDRSSD,name,doc_id,event_date,t0,CAR,alpha,beta,n_est,delisted_flag,S,S_norm,n_design,char_quarter,char_lookahead,filing_type,uninsured_share,size,ROA,NPL_ratio,equity_ratio,deposit_reliance,failed,score_rf,is_trust_or_specialized,score_ols
601416,FIVE STAR BANK,3,2022-02-18,2022-02-18,0.02051592516634,0.0002244730964394,0.9979166353144824,200,False,1.0,0.0405,3,2021-12-31,False,41,0.3144118556394186,15.516960307555232,0.0149078173600377,0.0033009219301846,0.0951148408878764,0.9787099232332356,False,-0.0130083048243531,False,-0.0247835618124001
662369,BANK OF THE SIERRA,3,2022-02-18,2022-02-18,0.0205604194785936,-0.0001311057290056,0.9888450621514718,200,False,1.0,0.0405,3,2021-12-31,False,41,0.3023944262710518,15.030891145395165,0.0134898298333391,0.0022888924326197,0.1269595800422176,0.9518237160028986,False,-0.0014938907324026,False,0.0063714246354098
439404,FIRST NATIONAL BANK,3,2022-02-18,2022-02-18,-0.0320708526563932,0.0004765251192459,0.9373428153064938,200,False,1.0,0.0405,3,2021-12-31,False,41,0.2315533784095433,14.730277729810048,0.0148818561377841,0.0034176876558629,0.0867684963588567,0.932047378425103,False,-0.012853950463783,False,-0.0214266815987469
2608754,MERCANTILE BANK,3,2022-02-18,2022-02-18,-0.0066449784512511,0.0002219690829535,1.0944399280883328,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4934178705351848,15.471505667160224,0.0124231380851384,0.0007113261101644,0.1041736902691527,0.8732395146569129,False,-0.0213916887997085,False,-0.0243758251356513
29636,"CITIZENS BANK OF PHILADELPHIA, THE",3,2022-02-18,2022-02-18,0.0065036444497055,-0.0001886080057545,0.3504421788738269,200,False,1.0,0.0405,3,2021-12-31,False,51,0.3469885887052185,14.123712647385542,0.0059508764298562,0.0069599036105811,0.0904791855256815,0.8985996529427162,False,-0.0077057562247196,False,-0.0078398205359504
2652092,EAGLEBANK,3,2022-02-18,2022-02-18,0.0079139018580356,8.457862791756393e-05,1.074214617416862,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4436408531501919,16.28353474761472,0.015868483651014,0.0041063904928793,0.1138039128541124,0.958670091196468,False,-0.012250394119973,False,-0.0046747916396503
1436204,BANK OF MARIN,3,2022-02-18,2022-02-18,-0.0153883003119386,-0.0004338560030337,0.776716541313198,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4829182233400624,15.277367992778252,0.0086646507331422,0.0038148733510813,0.1029658330561328,0.9859216584741124,False,0.0090072586962107,False,0.0184998197182493
2634351,MACATAWA BANK,3,2022-02-18,2022-02-18,-0.0048511285011451,-0.000610700276728,0.669521544404396,200,False,1.0,0.0405,3,2021-12-31,False,51,0.4371712320025988,14.890001587455227,0.0102168275794245,8.375360230547551e-05,0.0839821861142659,0.963926249552666,False,0.0242106096454786,False,0.0348317759561162
754929,"NATIONAL BANK OF BLACKSBURG, THE",3,2022-02-18,2022-02-18,0.0222622180326579,1.8539238174668525e-05,0.5815477815805292,200,False,1.0,0.0405,3,2021-12-31,False,41,0.3737137155588325,14.345599840279467,0.0121871549611437,0.0036859514618784,0.1098438923561166,0.9900069423782604,False,0.0031870364014207,False,-0.0097890894922004
687009,LAKELAND BANK,3,2022-02-18,2022-02-18,-0.0148482347355208,0.0002732716165193,0.993033732272416,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4148229701688324,15.919075891950309,0.0122605086282601,0.00284070617192,0.1163183405392603,0.9674764214480696,False,-0.0193635880804353,False,-0.0113337315963972
2634191,GLACIER BANK,3,2022-02-18,2022-02-18,0.0580384185396914,-0.0007212188194561,1.3765536895886252,200,False,1.0,0.0405,3,2021-12-31,False,41,0.321016972250064,17.07051713466086,0.0115099720155857,0.0050154793346509,0.1230029878720058,0.9439097354191136,False,-0.0059205939404313,False,0.0038236957035506
186221,"OLD POINT NATIONAL BANK OF PHOEBUS, THE",3,2022-02-18,2022-02-18,0.0139720634508708,3.69546165356872e-05,0.2146884588508376,200,False,1.0,0.0405,3,2021-12-31,False,41,0.3088850265883479,14.10073987486896,0.0065695938625648,0.0017748900878942,0.0931742536278247,0.992695700910094,False,-0.0137825305117136,False,-0.0105365029205011
474919,"FULTON BANK, NATIONAL ASSOCIATION",3,2022-02-18,2022-02-18,-0.0043265839893122,-0.0001361959392228,1.095213007527737,200,False,1.0,0.0405,3,2021-12-31,False,41,0.3700754413103298,17.05996800501474,0.0123518239835937,0.0082875607725137,0.1119890208088486,0.9639361996030182,False,-0.0187881229994057,False,-0.0116237099122019
473501,BERKSHIRE BANK,3,2022-02-18,2022-02-18,0.0126754264915886,0.0009620778324648,1.1113953784081798,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4480503199256664,16.262086032176438,0.0082039323804435,0.0056493329802866,0.1008244196548018,0.9805353948485488,False,-0.006071137505635,False,-0.0052978606373965
508346,HAWTHORN BANK,3,2022-02-18,2022-02-18,0.0135178654778786,0.0011568972227845,0.3951321544973045,200,False,1.0,0.0405,3,2021-12-31,False,41,0.3241523903090436,14.416532032895493,0.013816481640982,0.0195287883457453,0.1061436495226649,0.9314735180881476,False,-0.0179785636070978,False,-0.0224477178060989
236706,PEAPACK-GLADSTONE BANK,3,2022-02-18,2022-02-18,0.0214743730174212,0.0003544453432384,0.9882171960435256,200,False,1.0,0.0405,3,2021-12-31,False,41,0.599911676946153,15.62010069434018,0.0103491907830219,0.0042472746671423,0.1071032730671265,0.9756129967209296,False,-0.0165559182455959,False,-0.0163614481640267
657365,HANMI BANK,3,2022-02-18,2022-02-18,-0.0211824140062077,0.0007015488451013,1.2496633299772273,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4476504328152314,15.740628467361438,0.0156838789974907,0.0025866994470155,0.110148736347092,0.9639988775209472,False,-0.0176250759068114,False,-0.018884309570469
636771,INDEPENDENT BANK,3,2022-02-18,2022-02-18,0.00588980365508,-3.402954754860576e-05,0.9826524241759428,200,False,1.0,0.0405,3,2021-12-31,False,41,0.2132098233334442,15.363596759316591,0.0137398239475406,0.0018495805671624,0.090709504935925,0.9772583762404394,False,-0.0050151155965604,False,-0.0082808602508762
2353595,FIRST COMMUNITY BANK,3,2022-02-18,2022-02-18,-0.000620687314813,0.0004449100705833,1.032261410038567,200,False,1.0,0.0405,3,2021-12-31,False,51,0.1640607645992868,14.973626212625405,0.0162990494759931,0.0096302590080209,0.1273188338429763,0.9850879270296709,False,-0.0151104451513525,False,-0.0217290485170049
780218,"UNION BANK COMPANY, THE",3,2022-02-18,2022-02-18,0.0564292146361467,0.0006391656830791,0.6037976967390493,200,False,1.0,0.0405,3,2021-12-31,False,51,0.213303399326163,13.888563974269385,0.0135342651154316,0.0005463023573431,0.1259077067228859,0.9914232967294738,False,-0.0012814562830589,False,-0.0055661017586011
542528,CIVISTA BANK,3,2022-02-18,2022-02-18,0.0136629633325073,0.0002590439694188,0.928081077713009,200,False,1.0,0.0405,3,2021-12-31,False,41,0.333521368833461,14.916133823262792,0.0136461968723626,0.0019366442799988,0.1357600483559927,0.9477901521167356,False,-0.0170280420963275,False,-0.010426509256074
933023,"SHORE UNITED BANK, NATIONAL ASSOCIATION",3,2022-02-18,2022-02-18,0.0298320986967854,0.0007223644010434,0.627803937165084,200,False,1.0,0.0405,3,2021-12-31,False,51,0.2504205743491581,15.0562434544433,0.0055009228930985,0.0011646214702047,0.1085477280173457,0.9862824800917876,False,-0.0148514407767525,False,-0.0091831107214406
1162017,UNITED SECURITY BANK,3,2022-02-18,2022-02-18,0.0068800348878533,-0.0002687617395694,0.6035276926053118,200,False,1.0,0.0405,3,2021-12-31,False,51,0.57055075197908,14.100833098909703,0.0082341558467919,0.0136437748197715,0.0970101286206266,0.9920409541197636,False,-0.0127012428542406,False,-0.0117799094349245
628123,"BANK OF GLEN BURNIE, THE",3,2022-02-18,2022-02-18,0.0820064615808914,0.001041799863561,0.2371732184051648,200,False,1.0,0.0405,3,2021-12-31,False,41,0.0369013893453955,12.99920768483949,0.0061461827839018,0.0016683143845773,0.080563177646625,0.9431589203073448,False,0.006400903483846,False,0.0161945903378815
333203,UNION BANK,3,2022-02-18,2022-02-18,-0.0009109373343231,0.0005240507358639,0.083281815515768,200,False,1.0,0.0405,3,2021-12-31,False,41,0.1955261664424223,14.00161412061618,0.0114399853222829,0.0059232793110632,0.0828668370765109,0.9936916712680928,False,-0.0066791957447105,False,-0.0030754724709081
2925666,PINNACLE BANK,3,2022-02-18,2022-02-18,0.0310946161357166,-8.87590247982194e-05,1.4645483653303395,200,False,1.0,0.0405,3,2021-12-31,False,41,0.5077971451201945,17.460311000481646,0.0137097887103412,0.001413082418918,0.1392288528630624,0.956142577273702,False,-0.0190322118977702,False,-0.0081694133228202
139740,WEST BANK,3,2022-02-18,2022-02-18,-0.0220440911193086,0.0007965376906034,1.1011459923315114,200,False,1.0,0.0405,3,2021-12-31,False,41,0.4347116670490865,15.068069791421356,0.0145401048842235,0.0036423140172916,0.0903469763983348,0.9488253254572456,False,-0.015774018229613,False,-0.016394526690766
494261,PACIFIC WESTERN BANK,3,2022-02-18,2022-02-18,0.019470468351078,-0.000239409197113,1.207969340725822,200,False,1.0,0.0405,3,2021-12-31,False,41,0.5949114212760606,17.513326413236765,0.0144379980325606,0.002665342139492,0.103824053574293,0.9724567712568536,False,-0.0199655718948071,False,-0.0051787949036572
2760232,VILLAGE BANK,3,2022-02-18,2022-02-18,0.0113463610686894,0.0025645650920317,-0.2231116484379696,200,False,1.0,0.0405,3,2021-12-31,False,51,0.3290265497360649,13.52271543612567,0.0174074446343016,0.0062453207122675,0.0983415418635038,0.9894455220386597,False,-0.0099964926062443,False,-0.0115328213065791
